product_id,uses_ad_boosts
5e9ae51d43d6a96e303acdb0,0
58940d436a0d3d5da4e95a38,1
5ea10e2c617580260d55310a,0
5cedf17ad1d44c52c59e4aca,1
5ebf5819ebac372b070b0e70,1
5ec645bafd107a02279c8c54,0
5c63a337d5e2ce4bbb3152cf,0
5e0ae5ebc2efb76ccf0a3391,0
5e6f1fb7fe4a5bb4b8bf36e5,1
5ccfaf238a8d535cec2dfb47,0
5cac5af68de7960d89e54fe0,0
5ec49d527d7044ccfa3f1c04,1
5e9da39dc737cf255eddd4bf,1
5d1db3c0e2b5cc0f74e091af,0
5cc2ce18bc97595b6549fa14,1
5c85d47641ec3b55d4d14f79,0
5cd3e795ebe403118bbc0f89,0
5b07a7c6e997b33c6f9947da,1
5a8f82375e2ae101c8913122,0
5cf648ce373ac2069fd6317d,0
57416238fc6f7d5d698f3c9f,0
5c244b73e6a1c618296f73db,0
5e1056784fff5f26e6f1745d,0
5d15731024c17f6b8b9bd97a,1
5c63adf7edc5d6528e8b1ca3,0
5bed2a42bdf0421a30e62c6c,0
5b5edbae1e222732845e655f,0
5a4f2d8f5dcd0221008b2c36,0
5e5e09065b03ef0b420f333f,1
5cc0049aca0c3b3d01a87964,0
5c9d920da94960780239d468,0
5c9ee457c233fd74ef4c8a84,1
5dc4488112f5e91a9d4bb52e,0
5b582d5ec4561c4f6b53feeb,0
5cae1d6c836ecb39e57e9e80,0
5b10cf0b7cc4492c87411045,0
5eb4dcebdaa4b90940076979,1
5c80e8a150c63d28c67b8f14,1
5e7adc5458a95b3323a3c6eb,1
5d2fd5a9af7a0c5b21369a05,0
556fbe8595528719e004fa27,0
5ea69521f5e1e65a3c70faa8,0
5ea7e2d999ecf941204c42ee,1
5e702eb03aa1f42076ffabc9,0
57d3bc906cfeb9135f44ded5,1
5c136c3cb870cf4e458afee4,0
5e9a74e447f7d92c8db8d14b,0
5af6bc9c13927d50370db58a,0
5d1573a55a16864c5de706ab,0
5c9212fc8de79667e3c7ca59,0
5ea2877224b9643185e52b58,0
5d806ae97c339c307264cf76,0
5ee717cbcb636e7b8b597fc3,1
5ebb9faea86f7a4d86e2f6fb,1
5ceb62be9795ee4693f2cd00,1
5af519e189a29b15fca1b13b,1
5e81acbde187530740f207c6,0
5c879aba202e6b38cd317164,0
5ed1b644b1e34008ce012d4b,0
5d52b1d7314eb61030644375,0
5ebff6d34a4cf4438dba5d80,0
5eba6ecb9a9e129fb97b5dfd,1
5ebf5819ebac372b070b0e70,1
5d04e3db2ec1245228829a64,1
5aec22cec25735338c544690,0
5ec5cf37cd3da70de19c3f18,0
5d034039c822d263d90f58d4,0
5e940265ea3640c9ca0353aa,0
5c9ca27e5aee12258c2f341c,1
5d29bc2ed35393550e31d6f3,1
5e86c211d22ae539102d25c7,1
5d2407e66e8e037b4dd9fad3,1
5b0386696040cc41f2331c83,0
5d5d038d99df1e17cc9313cf,1
5ed0dfc51fa8446451b19c0d,0
5eb0f23c904507255ca6530c,1
5e4267d60640954a435e64f5,0
5b29e5b5080ea2661b2287f6,0
5eafcf8a1f07813cd5404b52,0
5c91e1ecb14bfa747e277427,1
5ccd341e8cc067595fcba7c4,0
5ec773b5967eb036b2c2e668,1
5de079e771151e6e9e85ee05,0
5e97e0c7cb3cec329c7b4e98,0
5ad987d8918dae087d633040,1
5cc67417a01bbd6b6c066df2,1
5d0b4268d5c8e1784b6e23b4,0
5c061cf358603c4b35a19363,1
5e5f5289a950c34147f0d94b,0
5cf5e44b3c8b9e101a5db52c,1
5d78eb19cc404c03393c83b5,0
5d5d038d99df1e17cc9313cf,1
544b079d1280fa28eee9b380,0
5b35cab04f75026255f2364a,0
5ebe0ead593b960eb1c82d0b,1
5e958754a9136f26ddb12929,1
5eb8b430e015797901090ac0,1
5e7f13c2bd7ab15d52e9b5f9,0
5d1db3c0e2b5cc0f74e091af,0
5e9d55038d475a01721c1c7f,1
5eaa6d9c8d99eb3ec06709f4,1
5a5db5398988991d7f7aec44,0
5e9fff5de4df1d32ef2ca70c,1
5a4b9eba2b0a1c3062666033,0
5e1bd924d7be4445acfa8c6d,0
5c5fc9a63af7386b63c00d25,1
5e6bbe2bb683599ccbb78637,1
5b1f9afe694fab75ca9fa8ea,0
5e9915ef9fae4f26f32f15df,1
5c78151c27202a28a75752b7,0
5e743eded2656b046017c719,0
5acb7ae3a69e662bb0133546,0
5eb90ab5ad67f63678d15ed9,0
5e9d3df803ee35376979fe40,1
5dd00194ea9f8e175c5561a9,0
5eb8a1d594d1e31702a4ef7c,0
5ec118ec7b4679d720f8de1d,0
5ddf65d292bf935981e0eaa7,1
5780938ff1ab1f1146be7dd1,0
5e3fa5ca9c4021248d4e1c37,0
5edb2db0fcc85c2e12014395,1
5edf1267c771c4255ceee25d,0
5eb4dd169263020a42be1a88,0
5d93f4284385140973836ddf,0
5e74326f3ae3412b2f7d9f42,0
5eb8d93dbd495919c2a0feb6,0
5ed3ae8e7bf8821d5cf4bc64,0
5cf509abb483551e0278ac5e,1
5e946e7e5a19660b52733c7e,1
5ed868776a5a342472182986,0
5ce74be097a9f1764b0df1f3,0
5cf632d1c0baab5b15e71437,1
5cef6f6f1d8cd844d8dade14,0
5eb0b91db0d5d210fe8ac2ff,0
5d2432e4e991b724c8327597,0
5ce604beadbdfb572729ca3f,1
5e7482a975c1d92dea899a18,1
57639e8824841762459c5e5c,0
5e8dd27d5318e78013eafd40,1
5ebb8a4dc5b72c3e982ec9c1,0
5aec22cec25735338c544690,0
57eccd2865007e1903d250d8,0
5cd939cadb29322e7a79b575,1
5dea1d9cec016f062ce8aab1,0
5d05d9ca81f992576d4f0d23,1
5d80989a9abb1f75b86fb8ce,0
5eccd22b4497b86fd48f16b4,1
5eb650f019701819801f42b2,1
5cfa8fd7b5db0b6cbdb5f4a6,1
58e0f38f9bf29f55183efd0d,0
5ebe24ca1c5e1d1d5306a00b,0
5d134234b8b4be6c4ed403ff,1
5cb854e30715c33b71bcd318,0
5e93d60ebc5446aedde50c50,1
5eda07ab0e295c2097c36590,0
5ec37404c1831f02b79b7cd9,1
5ece1b9e57fd6f3ea96f0b26,1
5a3e27622b0a1c693c87e849,0
5b74c8f200e4c40836165131,0
5cad4ef199e9b858928efbff,0
5b1bf3ccbe42dd67af401067,0
5bf4c675e52f7426b0d688f3,1
5e9a74e447f7d92c8db8d14b,0
5e9e8180ec24302643422eff,1
5e9acdb9faf87d3f938dbbe6,1
5e951bd77e3ea319cb8c4d83,1
5eb4f323b67a8d189a8f8380,0
5e26fc417db45b12adcdffef,1
5e21311e2e434806022e2d5f,0
5d9cbb8cf401a262dbc2f81c,0
5eb0d6ce8924cd08428a902a,0
5c7a4ff0fc2f9d2ebdc57be4,0
5e71e299eb0f3b5a3af7c35f,0
5ec1ed21f4cb0a320a390bca,1
5d5531bfde263a630dedc093,0
5c6770a544f429173fab6b0d,0
5d401a46387b8d36d665b17b,0
5e0eb9a3ce94460127984053,1
5e4b795796159b77894f2afd,1
5ea6bb4678212d0c01c3476a,0
5dde07c651fe4539f9c3ee70,1
5bff59032065bf4285123b4a,0
5e782fc60185361b7bee805f,1
5d369a1866c3c46a8212c172,0
59cc60cb86ac5b2f32a92b8a,0
5abddcc030a7eb0beba353d5,1
5e79a626daa3f125000815ad,0
5ec5e902610fbb0cb0ab6da2,0
5e3bc68087e8cb10820b3161,0
5ed1c059630f990d1d44592c,0
5525ebeb3056e817e9ccba1d,1
5d03bea61eff7835fb25338b,1
5d80989a9abb1f75b86fb8ce,0
5b1f7d6c3c6b9b16c50a857c,1
5b909b94073c6b7adb985307,0
5eb2218fbeadef13bbcd71ad,0
5c6275876c0cb22f5e6ba570,1
5bcd4a045d689f171be1655b,1
5d0062d51eff785af2761c47,1
5d05b9c3ffe84667e45db71e,0
5ce55cc2ebe4035d7fbeb4f8,0
5b73bf7b7594b445df99384e,1
5cce7e4242b1b85f6d3e5fa6,1
5e68654e4d9d67070047a61b,0
5e58c7425692c749b5631d44,0
5e142dee04c3e579e89576a3,1
5ad1ac1b81260b40b40c6b2b,0
594c7f0082f9b070a355c94c,0
5ce3aefa37b2e67944a89146,0
5ac31ba3a9cca9278bbf44d5,1
5d9d842eb20dc815d33f5749,0
5e1bd84750f8cd462a20b05b,1
5ec1e63f7abee20ab93c68f2,0
5e65d0ea5dc348884032a14e,1
54bdf18039b8c045f118936a,1
5c8783d4fc2f9d769aa1cc3e,0
573db9316b335c34ca0513b8,0
5ee8875404718a4bba2d6348,1
5ea5128b91b00685e5fe387d,1
5d5bc86a32cc57482a4b9d5a,1
5d0729b0f945bd59ac54b329,1
5e54bf2ed1ef373d3ad6d1d9,1
5a13ff501726782d8daed18e,0
5b1a56a219b6ee563e1edc39,0
5e9692898a10221b310986c9,1
5cada72d2d542d7a90cb4f2f,0
5ed1b644b1e34008ce012d4b,0
5cedf17ad1d44c52c59e4aca,1
5b6696c5365562146825dd5f,1
5d5e5ca35cd08f2a40b53f48,0
5eeb1da8eeb02e10154792a6,1
5cc5464bef87096336ab0583,0
5cda28715a88ef05656ef440,0
5cd22d97dd0c5b6415519101,0
5cf5ccee75af880a5c947bcf,0
5eb95cc7802266bb4675b6d5,0
5d11c1a359a267782799345b,0
5e12e142f1166c04c1948efb,1
5c84bd33d8694176615f7019,1
5cf8d241b5db0b3d18364572,0
5e9e8c496f15e20742bd4172,0
5ea3b3944119761a2b014de7,0
5cd1cbb1b5d96721e0a6b346,0
587347296dd28e71b1c9d289,0
535530635aefb0555ba4351f,0
5e3baa8d8f7db5003fb33026,1
5e4a4b252ce2e5cac8cb6364,0
5e180dab29a9690a38a1748f,1
5e8d70549f1504449514c8b9,0
5d550011680f557c89bb4406,0
5dd4b6c20f11f57cf9ad97d8,1
53897eeeafddf70c91af1cda,0
5ea0f2a654446407c111b622,1
5ea913d8fde32e396ebfea19,0
5eb0db681c4b1c25486d2e7e,1
5eb207e9beadef0479cd7271,1
5b42fbca85270064d13d6679,0
5d15ae82502b2660ec498f59,1
5ea3bfe9b95fdb06c2c5b88f,1
5c2f4fd85c994c42faf7c82b,1
5cefa120731ea53346708575,1
5e609a827dc79ebbd3899c0b,1
5e843aabcde5b602e21d1e83,0
5c36df7cc86a911c10f32184,0
594dcfd3346d4b7048be7495,0
5cece97854680c605d708db0,0
5e6b0d747962cf365c8085dc,0
5ec3740fa7ed5d2fbc7460a5,1
5c3d7f9c4cd456252b1aaf7b,0
5cb0c8ce99b2203478a63abb,0
5b4706f2b0674e4982445092,0
5c554a96f0a57768026f4891,0
59a6a209d2bcb73a60589e00,1
5ebff6d34a4cf4438dba5d80,0
5d35305c24357406456ff507,1
5eb639aaab882b0f466bf02e,1
5df1d9818b8232096b1f153b,0
5dc3800976a1ec057a02a047,0
5ced017c4e909a5584d1ff08,1
591c6e86681f5f27332330ce,0
5c975ab7ba7ed20eb805a242,0
5a38f6e0fc8e5b063a250db6,0
5d16d575190e3f48ec7061ed,1
5acb0ab0a69e66115b133cec,1
5c935aa8778e8274b0bdcead,0
5e97fdc8a558b636a9f4b239,0
5eaa763d431fea1e04e210ea,0
5ee8875404718a4bba2d6348,1
592bc443f4fbb234d2e85852,0
5cde56ea6bbbd86b1cbab4a8,1
5ea91e4d29b81241e1d43b27,0
5d1460e2aec1fd1f8cc82be5,0
5ae5ad725194c9720b59d1d2,0
5e47d0ff641421625f0c94ca,0
5cf73fa7b5db0b19a2c59bb2,0
5cef78be3219e2346a96779e,0
5ec3740fa7ed5d2fbc7460a5,1
5c9853b1d2430a5b7500f4b6,1
5ccd5797cb8529092f1cace5,0
5c90908b8625751a972408f1,1
5c107c373a0d72228ee96207,0
5d5bc86a32cc57482a4b9d5a,1
5e1eae0d2823cf0ad7d20358,0
5e53ed365c21a20c1bf9b8cb,0
5e9810834500da4e8d0c2376,0
5ea27636bea0a409031ae82f,0
5ed70273653d316c5a04335b,0
5bb6cfd4e0334021219d5d2f,1
5d3fa6df99a3f92b0a400e46,1
5edda5aeb7160e568443c6e7,1
5eb658630aac0c435be0b210,1
5ef0ef11f30aba4e22166d4b,0
5e5cae2fa25ca51880cf47ef,1
5e93d87e2e87d8b154dd238e,0
5c273b6f959812232228099c,0
5ec4bf87c2112615ba1c66d4,0
5d156736078e6e75b5404077,0
5de8c7d46beed03182792ce7,1
5ebf9b2a6e0bd84bbf5edb18,1
5c6782e351aa00744af69565,0
5d688e832a3d8d5ba95c15c1,0
5ccd4ae4400cf976a05bea6e,0
5d832e8bdfe9c5124cb98bd2,1
5c8a111f4caa1626abc98d55,0
5aa37d856d638a7ee5469a6c,1
5e90074a5dd4013b350b81e4,0
5c89fb9f548adf55f587bb22,1
5e65f92959cd5fc3e2ebf080,1
5c10aebf9b427b638743a490,0
5d5bdbeb59a0f0065186c860,1
5ebb6e21224e2e1e5929be1a,1
5d332bbdc15e48119789c2ae,0
5b07f4f16e42c03e6eb4b1f6,0
5d26a954b93be477634336ab,0
5d0c8e125adf55596cf111bd,1
5df58b3dfcc85c5bf78552eb,0
5ed8983fb83b7828822ad26a,0
5b238ab1ddaa9221a9b9249c,0
584e5c5190e8175031339254,0
5b133d8edfd6302a48963642,0
5eaa6d9c8d99eb3ec06709f4,1
5e59d0872190531f19135384,0
5e9e8c496f15e20742bd4172,0
5cd8e61e943cd76a7c2d0be0,0
5c30694985fe9b55be100665,1
5eccb8aa18e87d64f13e012c,1
5b0cb6869019fa04b1e83f3f,0
5ebfdd5bebac37702b0b207b,0
5ea914e163d59930cccc879c,1
5b5c11f425298226bf0cfad6,1
5ac31900e114ef38d7fb09dc,1
5cf611aee7e9e650150d59f9,1
56a88f23e726b165ec424c94,1
5df202bb707508021388614a,1
5ea90d795a7b8a3ab73de10d,0
5e75b2e213e56742f2907368,1
5b03c5328b3f0e17fcf0faf1,0
5e8eb0f1ac17f03b1d4c585d,0
5b88da661a62df412262441f,1
5ebbd192c1b69c3de34286cc,1
5c40402ec4dae35993974402,0
5c80e8a150c63d28c67b8f14,1
5edf3082e066d71501a40c73,1
5e670a1bfdfc802659966971,1
5e8c22c6e4ca5f4a4e5b2bbe,1
5b0927944d25b81c6083a63f,0
5e943811e6cd6f1680c64414,0
5cabfcdc32227053f6254ee6,1
586f25ca9365e96fd0d1c09f,0
5ed3bc0f48c418059f206943,0
5e1e7173813e9901fe03beb9,0
5cee1ddd050d347f75e6668e,0
5ed9de39b6befd33de8dd908,1
5e69cad1c01db73c10b938e7,1
5ec48b4f504db2c516aad131,0
5e8d7de13fe07502b8f48c70,1
5b1b4f77b1e26e24b3058773,0
5e1441859fe5367b00bb3b54,0
5d410e4a11512c51311ad3d3,0
5e3e69f009a91d0893974dab,0
56553387a03eee0826acb151,0
5cc2af5ba1aa1959ad4341b8,0
5d68bd0b1b88a17f1aebbc8b,0
5eafa3137a265f22445c1482,0
5eb38309fa6f111ca122bed4,0
5cf0ee81f1dc9f714cd38255,0
5ec49a2f9b4280aee762a72d,0
5e98015614b1cf44d90910da,0
5cda82293eec43037143a061,1
5db3bb3bede8100679c50fb7,1
5ba4f816c1a38516a0cb12d9,0
5c6bb167314806702b1b55ca,1
5ea67bbe87683f3ad5bc83f3,1
5ec23bea8bef5b2d1d994b95,1
5e95381c6072db2941108f3f,1
5d19cb1bf558224b10ed6352,0
5e59c5f9bd11e71903d79ec3,1
5b17b34f5272053200439a7a,0
5d1060d39ed281190dfcec91,1
5d14546bf5eab044136b2540,1
563707b0e5be09157176fe80,1
5d00c646e1fe9971cb8aeb9a,1
5e6881d5e045550e433acc50,1
5ac1d7201a8c21778e2a2482,1
5e60961c7ba7dc614091b57f,0
5e9ee02987ac3b0f75279756,0
5dc935a53c6ea501005741ce,0
5e9932cab3eafb25c00ba79f,0
5ca219bb68678434f74cc82a,0
5b0e75f106c2bc706f82561e,1
5c3ee10631d4665298c01dec,0
5e46bea2659a6838000f1255,1
5ea8cfb44e671a04ca0e5b79,1
5edf3082e066d71501a40c73,1
5ce25f6abcd1323e12e5da97,0
5df9c78eb66d8b0afed110c4,0
5e16bfe7dbbd26008904fe6e,0
5ea3b3944119761a2b014de7,0
5e93d2215a3eed0c80ed2e56,1
5c984d7e082de24a302cc559,0
5ed6032d69876d3e38e34bcc,0
5e686ca2d57c632500ba6543,0
5e7dcf204fb94d0505f3af99,1
5d2eb8028c9c606b3e2f99cc,1
5c6e63c954bd610ed2bebe4f,1
5e661829f862cad5bb9a224f,1
5ea7e2d9d113700dcbc76b82,0
5d0c79efd805290e2ab8d712,1
5e799a568b59163b8a9d2c21,1
5ac085a66d638a3b2bc434d5,0
5ec5e362dfb6fa1a150123b5,0
590c2cf4ff4b3e7b335e6a7e,0
5db3eae4119b010a435fa932,0
5ed1d078d8841a194fb87630,0
5eaf98de05a9b4014db48b90,0
5e39049345452705aa173fda,1
5f01c514792d0b94d29d0cb6,0
5d2d750dc7bd0127fe8cc50e,0
5af40bb2f281cb017ec17012,0
5c9450f3dd30f5586dfa47f0,1
5df77ce97ad7980a900781e0,1
5e5cb06e8ac7c478f8cc2cb5,0
5b629b6da70ab967b5402657,1
5c8622c240fb5753d489ae2e,1
5c3444e69740a97bc41bdb5e,0
5ea79fc6579d081c80f57b08,1
5d24618d5b4a6c625d6e931a,0
5dd624d86c7b2c9de52362af,0
5dd39d1da55d5466dc560252,0
5cd3e833034a3c2ceeed0ba9,0
5e3684770ee1810ee4160d27,0
5df77ce97ad7980a900781e0,1
5a211e5fb2f70e3fded9ea3e,1
5d0214aff779d1671ecff865,1
5947a7f69009d76370a4cd97,0
5d0b42183ae5dc63a3a94efe,0
5a4ef583061be948d524c8e8,0
5e70ba09e3d51e1002f7cf8e,0
5b039ca98d537915d3dd0071,0
5ed89213b14bb80600d2468a,1
5ebcdff977dea63a3bbc4e5d,0
5ec5ef713c5b5f21ae984f89,0
5ecc8472fe429946b009900e,1
5d2c36f4010ae87eef758d55,0
5e573e6360f35b2661fff9dc,0
59438e8f609fe23d637ddf41,0
5e9141ec67b78030f67d01f8,1
58e6e016b5b91e192b207346,0
5e5b7192cf4480c25cbc626c,1
5cc40501e824b607860ec588,1
5abb034f5e2ae16763047591,1
5b035ff3bc3b6a7a3e91811b,0
5e97f85b737a610159cf5efa,0
5d6e5c9b045a156519de6483,0
5cb541909a4d0e69ecb34301,0
58f5ebbc9895db01c700c615,1
5d9077c6e6119333db096ce2,0
5b126e3ef1fce6262041d8b3,0
5e86c978d4bc413d5735e5ea,0
5eb4f323b67a8d189a8f8380,0
5dd900306a7d4f0c672f6e30,1
5bac96d54b784e1e83636983,0
5c9b2bded2430a1d4535ed64,1
5cf66417936ead236e2015d1,1
5ea7e2d949b52108c6560c5b,0
5e743eded2656b046017c719,0
5e951ed83843b713841430e1,1
5c9212fc8de79667e3c7ca59,0
5abb107507c7b470f5efc3cf,0
554b114fff561a1235152554,0
5a755aca35ca8610fb54bfc3,1
5cb14fc53632e85803d4e328,0
5b977f816c03331992548158,0
5e9d34befcc85c593db92d5c,1
5dea1d9cec016f062ce8aab1,0
552f840fcea30816e52aabcf,1
5c4a036b77c75a26fc78fb02,1
569de6363e68eb0d85e0cded,0
5cb3f6030aa3a43bd26d5af9,1
5b2b24dd7fc4eb3f593dac62,0
5cc01186416a307424603aba,0
574eaac76283f860b772ba47,0
5cc40a4d1d09f56e4fafa12e,0
5d8d8f2e0c400f2f97671e30,0
57f70798531e39192c0db8e6,1
5e142bd2ffb8db76f604cfc7,1
587dc542c334b3508f79d68b,0
594b8b92a8834639b6a09295,1
5ec899f21043f127b20955af,0
5ad714f9c4791873311ac156,0
5e943811e6cd6f1680c64414,0
5cc2c7e11f6e1263c6169d59,0
